urn,title,page_start,page_end,overlapp,digital_visning,comment,dhlabid,pages
URN:NBN:no-nb_digibok_2006082400076,Aftenhvisken,92,95,,,,dhlab_norn_poem_02165,
URN:NBN:no-nb_digibok_2006082400076,Godnat!,96,96,,,,dhlab_norn_poem_02166,
URN:NBN:no-nb_digibok_2006082400076,Længsel,97,99,,,,dhlab_norn_poem_02167,
URN:NBN:no-nb_digibok_2006082400076,Et kjærlighedsbrev,100,102,,,,dhlab_norn_poem_02168,
URN:NBN:no-nb_digibok_2006082400076,Skrifte,103,104,,,,dhlab_norn_poem_02169,
URN:NBN:no-nb_digibok_2006082400076,Anita,105,106,,,,dhlab_norn_poem_02170,
URN:NBN:no-nb_digibok_2006082400076,Tyste Toner,107,108,,,,dhlab_norn_poem_02171,
URN:NBN:no-nb_digibok_2006082400076,Adagio,109,110,,,,dhlab_norn_poem_02172,
URN:NBN:no-nb_digibok_2006082400076,Digtersorg,111,112,,,,dhlab_norn_poem_02173,
URN:NBN:no-nb_digibok_2006082400076,Advarsel,113,114,,,,dhlab_norn_poem_02174,
URN:NBN:no-nb_digibok_2006082400076,Veirforandring,115,116,,,,dhlab_norn_poem_02175,
URN:NBN:no-nb_digibok_2006082400076,Mygg,117,118,,,,dhlab_norn_poem_02176,
URN:NBN:no-nb_digibok_2006082400076,Min Drøm,119,121,,,,dhlab_norn_poem_02177,
URN:NBN:no-nb_digibok_2006082400076,Forbi,122,123,,,,dhlab_norn_poem_02178,
URN:NBN:no-nb_digibok_2006082400076,Brændte Breve,124,126,,,,dhlab_norn_poem_02179,
URN:NBN:no-nb_digibok_2006082400076,Afbigt,127,130,,,,dhlab_norn_poem_02180,
URN:NBN:no-nb_digibok_2006082400076,Udfærden,131,135,,,,dhlab_norn_poem_02181,
URN:NBN:no-nb_digibok_2006082400076,Den første kjærlighed,136,139,,,,dhlab_norn_poem_02182,
URN:NBN:no-nb_digibok_2006082400076,En Froprædiken,140,143,,,,dhlab_norn_poem_02183,
URN:NBN:no-nb_digibok_2006082400076,Tornerose,144,144,,,,dhlab_norn_poem_02184,
URN:NBN:no-nb_digibok_2006082400076,1,148,148,,,"""Smaa Sange""",dhlab_norn_poem_02185,
URN:NBN:no-nb_digibok_2006082400076,2,149,149,x,,,dhlab_norn_poem_02186,
URN:NBN:no-nb_digibok_2006082400076,3,149,150,x,,,dhlab_norn_poem_02187,
URN:NBN:no-nb_digibok_2006082400076,4,150,150,x,,,dhlab_norn_poem_02188,
URN:NBN:no-nb_digibok_2006082400076,5,151,151,x,,,dhlab_norn_poem_02189,
URN:NBN:no-nb_digibok_2006082400076,6,151,152,x,,,dhlab_norn_poem_02190,
URN:NBN:no-nb_digibok_2006082400076,7,152,152,x,,,dhlab_norn_poem_02191,
URN:NBN:no-nb_digibok_2006082400076,8,153,153,x,,,dhlab_norn_poem_02192,
URN:NBN:no-nb_digibok_2006082400076,9,153,154,x,,,dhlab_norn_poem_02193,
URN:NBN:no-nb_digibok_2006082400076,10,154,155,x,,,dhlab_norn_poem_02194,
URN:NBN:no-nb_digibok_2006082400076,11,155,156,x,,,dhlab_norn_poem_02195,
URN:NBN:no-nb_digibok_2006082400076,12,156,156,x,,,dhlab_norn_poem_02196,
URN:NBN:no-nb_digibok_2006082400076,1,160,160,x,,"""Tankesprog""",dhlab_norn_poem_02197,
URN:NBN:no-nb_digibok_2006082400076,2,160,160,x,,,dhlab_norn_poem_02198,
URN:NBN:no-nb_digibok_2006082400076,3,161,161,x,,,dhlab_norn_poem_02199,
URN:NBN:no-nb_digibok_2006082400076,4,161,161,x,,,dhlab_norn_poem_02200,
URN:NBN:no-nb_digibok_2006082400076,5,161,161,x,,,dhlab_norn_poem_02201,
URN:NBN:no-nb_digibok_2006082400076,6,162,162,x,,,dhlab_norn_poem_02202,
URN:NBN:no-nb_digibok_2006082400076,7,162,163,x,,,dhlab_norn_poem_02203,
URN:NBN:no-nb_digibok_2006082400076,8,163,163,x,,,dhlab_norn_poem_02204,
URN:NBN:no-nb_digibok_2006082400076,9,163,164,x,,,dhlab_norn_poem_02205,
URN:NBN:no-nb_digibok_2006082400076,10,164,164,x,,,dhlab_norn_poem_02206,
URN:NBN:no-nb_digibok_2006082400076,11,165,165,x,,,dhlab_norn_poem_02207,
URN:NBN:no-nb_digibok_2006082400076,12,165,165,x,,,dhlab_norn_poem_02208,
URN:NBN:no-nb_digibok_2006082400076,13,166,166,x,,,dhlab_norn_poem_02209,
URN:NBN:no-nb_digibok_2006082400076,14,166,166,x,,,dhlab_norn_poem_02210,
URN:NBN:no-nb_digibok_2006082400076,15,167,167,,,,dhlab_norn_poem_02211,
URN:NBN:no-nb_digibok_2009050503014,1,6,6,,,,dhlab_norn_poem_02212,
URN:NBN:no-nb_digibok_2009050503014,2,7,7,,,,dhlab_norn_poem_02213,
URN:NBN:no-nb_digibok_2009050503014,3,8,8,,,,dhlab_norn_poem_02214,
URN:NBN:no-nb_digibok_2009050503014,4,9,9,,,,dhlab_norn_poem_02215,
URN:NBN:no-nb_digibok_2009050503014,5,10,10,,,,dhlab_norn_poem_02216,
URN:NBN:no-nb_digibok_2009050503014,6,11,11,,,,dhlab_norn_poem_02217,
URN:NBN:no-nb_digibok_2009050503014,7,12,12,,,,dhlab_norn_poem_02218,
URN:NBN:no-nb_digibok_2009050503014,8,13,13,,,,dhlab_norn_poem_02219,
URN:NBN:no-nb_digibok_2009050503014,9,14,14,,,,dhlab_norn_poem_02220,
URN:NBN:no-nb_digibok_2009050503014,10,15,15,,,,dhlab_norn_poem_02221,
URN:NBN:no-nb_digibok_2009050503014,11,16,16,,,,dhlab_norn_poem_02222,
URN:NBN:no-nb_digibok_2009050503014,12,17,17,,,,dhlab_norn_poem_02223,
URN:NBN:no-nb_digibok_2009050503014,13,18,18,,,,dhlab_norn_poem_02224,
URN:NBN:no-nb_digibok_2009050503014,14,19,19,,,,dhlab_norn_poem_02225,
URN:NBN:no-nb_digibok_2009050503014,15,20,20,,,,dhlab_norn_poem_02226,
URN:NBN:no-nb_digibok_2009050503014,16,21,21,,,,dhlab_norn_poem_02227,
URN:NBN:no-nb_digibok_2009050503014,17,22,22,,,,dhlab_norn_poem_02228,
URN:NBN:no-nb_digibok_2009050503014,18,23,23,,,,dhlab_norn_poem_02229,
URN:NBN:no-nb_digibok_2009050503014,19,24,24,,,,dhlab_norn_poem_02230,
URN:NBN:no-nb_digibok_2009050503014,20,25,25,,,,dhlab_norn_poem_02231,
URN:NBN:no-nb_digibok_2013070308052,Fyrespel,8,9,,,,dhlab_norn_poem_02232,
URN:NBN:no-nb_digibok_2013070308052,Helsing,10,11,,,,dhlab_norn_poem_02233,
URN:NBN:no-nb_digibok_2013070308052,Eg ventar,12,13,,,,dhlab_norn_poem_02234,
URN:NBN:no-nb_digibok_2013070308052,Naar fjellet græt,14,14,,,,dhlab_norn_poem_02235,
URN:NBN:no-nb_digibok_2013070308052,Vaarliv,15,16,,,,dhlab_norn_poem_02236,
URN:NBN:no-nb_digibok_2013070308052,Ei morgonstund,17,17,,,,dhlab_norn_poem_02237,
URN:NBN:no-nb_digibok_2013070308052,Solarglad,18,18,,,,dhlab_norn_poem_02238,
URN:NBN:no-nb_digibok_2013070308052,Vonlaus,19,21,,,,dhlab_norn_poem_02239,
URN:NBN:no-nb_digibok_2013070308052,Um du visste –,22,24,,,,dhlab_norn_poem_02240,
URN:NBN:no-nb_digibok_2013070308052,Livet,25,25,,,,dhlab_norn_poem_02241,
URN:NBN:no-nb_digibok_2013070308052,Du kjem,26,27,,,,dhlab_norn_poem_02242,
URN:NBN:no-nb_digibok_2013070308052,Faa-dapen,28,29,,,fotn.,dhlab_norn_poem_02243,
URN:NBN:no-nb_digibok_2013070308052,Ivar Aasen,30,31,,,,dhlab_norn_poem_02244,
URN:NBN:no-nb_digibok_2013070308052,Verne-song,32,34,,,,dhlab_norn_poem_02245,
URN:NBN:no-nb_digibok_2013070308052,Til Torgny!,35,35,,,,dhlab_norn_poem_02246,
URN:NBN:no-nb_digibok_2013070308052,Polen,36,37,,,,dhlab_norn_poem_02247,
URN:NBN:no-nb_digibok_2013070308052,Gull,38,39,,,,dhlab_norn_poem_02248,
URN:NBN:no-nb_digibok_2013070308052,Bonde-song,40,43,,,,dhlab_norn_poem_02249,
URN:NBN:no-nb_digibok_2013070308052,Løn,44,46,,,,dhlab_norn_poem_02250,
URN:NBN:no-nb_digibok_2013070308052,Graat kje,47,48,,,,dhlab_norn_poem_02251,
URN:NBN:no-nb_digibok_2013070308052,Barneleik,49,49,,,,dhlab_norn_poem_02252,
URN:NBN:no-nb_digibok_2013070308052,Reinskjold,50,51,,,,dhlab_norn_poem_02253,
URN:NBN:no-nb_digibok_2013070308052,"Til ""Det norske samlaget"". Paa 25 aars dagen i 1893",52,53,,,,dhlab_norn_poem_02254,
URN:NBN:no-nb_digibok_2013070308052,Tung røynd,54,55,,,,dhlab_norn_poem_02255,
URN:NBN:no-nb_digibok_2013070308052,Rekruten reiser,56,56,,,,dhlab_norn_poem_02256,
URN:NBN:no-nb_digibok_2013070308052,Buskapen kjem heim,57,59,,,,dhlab_norn_poem_02257,
URN:NBN:no-nb_digibok_2013070308052,Ved solarsprett.,60,60,,,Oversatt fra engelsk,dhlab_norn_poem_02258,
URN:NBN:no-nb_digibok_2013070308052,Tore,61,64,,,,dhlab_norn_poem_02259,
URN:NBN:no-nb_digibok_2013070308052,Hugsprengd,65,66,,,,dhlab_norn_poem_02260,
URN:NBN:no-nb_digibok_2013092407028,Vaart norske stræv,10,11,,,,dhlab_norn_poem_02261,
URN:NBN:no-nb_digibok_2013092407028,Kjærleikens lovsong,12,13,x,,,dhlab_norn_poem_02262,
URN:NBN:no-nb_digibok_2013092407028,Ver med!,13,14,x,,,dhlab_norn_poem_02263,
URN:NBN:no-nb_digibok_2013092407028,Det kjem nog hjelp!,14,15,x,,,dhlab_norn_poem_02264,
URN:NBN:no-nb_digibok_2013092407028,Kunnskap,15,16,x,,,dhlab_norn_poem_02265,
URN:NBN:no-nb_digibok_2013092407028,Raatt og rotet skal med rotom rivast!,16,18,x,,,dhlab_norn_poem_02266,
URN:NBN:no-nb_digibok_2013092407028,Fred,18,20,x,,,dhlab_norn_poem_02267,
URN:NBN:no-nb_digibok_2013092407028,Mine systkin,20,21,x,,,dhlab_norn_poem_02268,
URN:NBN:no-nb_digibok_2013092407028,Stemmeretts-kravet,21,23,x,,,dhlab_norn_poem_02269,
URN:NBN:no-nb_digibok_2013092407028,Armod,23,25,x,,,dhlab_norn_poem_02270,
URN:NBN:no-nb_digibok_2013092407028,Utvikling,25,27,x,,"Dikt i tre dele. Del 1: 25–26, del 2: 26–27, del 3: 27",dhlab_norn_poem_02271,
URN:NBN:no-nb_digibok_2013092407028,Filosofiske spekulasjoner,28,31,x,,,dhlab_norn_poem_02272,
URN:NBN:no-nb_digibok_2013092407028,Paa sotteseng,31,33,x,,,dhlab_norn_poem_02273,
URN:NBN:no-nb_digibok_2013092407028,Egoisme,33,33,x,,,dhlab_norn_poem_02274,
URN:NBN:no-nb_digibok_2013092407028,Tru og tvil,34,35,x,,,dhlab_norn_poem_02275,
URN:NBN:no-nb_digibok_2013092407028,Samlingshugen,35,36,x,,,dhlab_norn_poem_02276,
URN:NBN:no-nb_digibok_2013092407028,Aa liva,36,37,x,,,dhlab_norn_poem_02277,
URN:NBN:no-nb_digibok_2013092407028,Elsk,37,38,x,,,dhlab_norn_poem_02278,
URN:NBN:no-nb_digibok_2013092407028,Ei gaata,38,39,x,,,dhlab_norn_poem_02279,
URN:NBN:no-nb_digibok_2013092407028,Sumarelsk,40,45,x,,"Dikt i fem deler. Del 1: 40–41, del 2: 41–42, del 3: 42–43, del 4: 43–44, del 5: 44–45",dhlab_norn_poem_02280,
URN:NBN:no-nb_digibok_2013092407028,Tenk for eit liv –,45,46,x,,,dhlab_norn_poem_02281,
URN:NBN:no-nb_digibok_2013092407028,Hugverk,46,47,x,,,dhlab_norn_poem_02282,
URN:NBN:no-nb_digibok_2013092407028,Burte,48,48,x,,,dhlab_norn_poem_02283,
URN:NBN:no-nb_digibok_2013092407028,Voggesong,48,49,x,,,dhlab_norn_poem_02284,
URN:NBN:no-nb_digibok_2013092407028,Til eit sovande barn,49,50,x,,,dhlab_norn_poem_02285,
URN:NBN:no-nb_digibok_2013092407028,Vaartankar,50,51,x,,,dhlab_norn_poem_02286,
URN:NBN:no-nb_digibok_2013092407028,Paa dansarringen,51,52,x,,,dhlab_norn_poem_02287,
URN:NBN:no-nb_digibok_2013092407028,Draum og vakning,52,53,x,,,dhlab_norn_poem_02288,
URN:NBN:no-nb_digibok_2013092407028,Ut!,54,55,x,,Sitat av Ivar Aasen før diktet,dhlab_norn_poem_02289,
URN:NBN:no-nb_digibok_2013092407028,Blomen,55,56,x,,,dhlab_norn_poem_02290,
URN:NBN:no-nb_digibok_2013092407028,Skaldens sorg,56,59,x,,,dhlab_norn_poem_02291,
URN:NBN:no-nb_digibok_2013092407028,Farvel ved skulen,59,60,x,,,dhlab_norn_poem_02292,
URN:NBN:no-nb_digibok_2013092407028,Til eit ungdomslag,61,62,x,,,dhlab_norn_poem_02293,
URN:NBN:no-nb_digibok_2013092407028,Aat ein ungdom,62,63,x,,,dhlab_norn_poem_02294,
URN:NBN:no-nb_digibok_2013092407028,Brudlaupssong,64,64,,,,dhlab_norn_poem_02295,
URN:NBN:no-nb_digibok_2013092407028,Billetten til himelen,65,66,x,,,dhlab_norn_poem_02296,
URN:NBN:no-nb_digibok_2013092407028,Herre haldt uti armen din –,66,66,x,,"""Umsett etter Bjørnson"". ",dhlab_norn_poem_02297,
URN:NBN:no-nb_digibok_2013092407028,Du bøter for gleden –,67,67,,,"""Umsett etter J. P. Jacobsen""",dhlab_norn_poem_02298,
URN:NBN:no-nb_digibok_2013092407028,Elskhug,68,68,x,,"""Bygdemaal"" fra s. 68",dhlab_norn_poem_02299,
URN:NBN:no-nb_digibok_2013092407028,Den fyste gongji,68,69,x,,,dhlab_norn_poem_02300,
URN:NBN:no-nb_digibok_2013092407028,Gjenta kvee I.,70,70,x,,,dhlab_norn_poem_02301,
URN:NBN:no-nb_digibok_2013092407028,Gjenta kvee II.,70,71,x,,,dhlab_norn_poem_02302,
URN:NBN:no-nb_digibok_2013092407028,Dans,72,72,x,,,dhlab_norn_poem_02303,
URN:NBN:no-nb_digibok_2013092407028,Stev,72,74,x,,,dhlab_norn_poem_02304,
URN:NBN:no-nb_digibok_2013092407028,Offervilje,74,75,x,,,dhlab_norn_poem_02305,
URN:NBN:no-nb_digibok_2013092407028,Fordom,75,76,x,,,dhlab_norn_poem_02306,
URN:NBN:no-nb_digibok_2013092407028,"""Me hav de so godt!""",76,77,x,,,dhlab_norn_poem_02307,
URN:NBN:no-nb_digibok_2013092407028,Dei smaa,77,78,x,,,dhlab_norn_poem_02308,
URN:NBN:no-nb_digibok_2013092407028,Fjøddi okko,78,79,x,,,dhlab_norn_poem_02309,
URN:NBN:no-nb_digibok_2013092407028,Bygdi okko,79,81,x,,fotn.,dhlab_norn_poem_02310,
URN:NBN:no-nb_digibok_2013060306081,Vår,14,15,,,"Kapitel-tittel: ""Vår""",dhlab_norn_poem_02311,
URN:NBN:no-nb_digibok_2013060306081,Gad vidst hvorfor,16,17,,,"Uten titel. Oppført som ""Gad vidst hvorfor"" i innholdsfortegnelsen.",dhlab_norn_poem_02312,
URN:NBN:no-nb_digibok_2013060306081,Du går og driver,18,19,,,,dhlab_norn_poem_02313,
URN:NBN:no-nb_digibok_2013060306081,Jætergutten,22,23,,,"Kapitel-tittel: ""Fra landet""",dhlab_norn_poem_02314,
URN:NBN:no-nb_digibok_2013060306081,Op med dig!,24,25,,,,dhlab_norn_poem_02315,
URN:NBN:no-nb_digibok_2013060306081,Morgen,26,26,,,"""Jætergutten"", ""Op med dig!"" og ""Morgen"" er nummerert som I, II og III.",dhlab_norn_poem_02316,
URN:NBN:no-nb_digibok_2013060306081,Skivise,27,29,,,,dhlab_norn_poem_02317,
URN:NBN:no-nb_digibok_2013060306081,Sov sødt du lille –,30,31,,,,dhlab_norn_poem_02318,
URN:NBN:no-nb_digibok_2013060306081,Bag egens grene,32,33,,,,dhlab_norn_poem_02319,
URN:NBN:no-nb_digibok_2013060306081,Hvorfor?,34,35,,,,dhlab_norn_poem_02320,
URN:NBN:no-nb_digibok_2013060306081,Der ligger en gren,36,36,,,,dhlab_norn_poem_02321,
URN:NBN:no-nb_digibok_2013060306081,Tordenveir,37,38,,,,dhlab_norn_poem_02322,
URN:NBN:no-nb_digibok_2013060306081,Solveig,39,40,,,,dhlab_norn_poem_02323,
URN:NBN:no-nb_digibok_2013060306081,Du er en knop i drømme,41,42,,,,dhlab_norn_poem_02324,
URN:NBN:no-nb_digibok_2013060306081,Lykken,43,44,,,,dhlab_norn_poem_02325,
URN:NBN:no-nb_digibok_2013060306081,En ven,45,45,,,,dhlab_norn_poem_02326,
URN:NBN:no-nb_digibok_2013060306081,Blomsten,46,46,,,Undertittel: Rigshospitalet juli 1894,dhlab_norn_poem_02327,
URN:NBN:no-nb_digibok_2013060306081,Storm,50,52,,,"Kapitel-tittel: ""Sjø"". Undertitel: Oktober 1894",dhlab_norn_poem_02328,
URN:NBN:no-nb_digibok_2013060306081,Fantasi,53,55,,,,dhlab_norn_poem_02329,
URN:NBN:no-nb_digibok_2013060306081,Ved fjorden 1,56,56,x,,,dhlab_norn_poem_02330,
URN:NBN:no-nb_digibok_2013060306081,Ved fjorden 2,56,57,x,,,dhlab_norn_poem_02331,
URN:NBN:no-nb_digibok_2013060306081,Ved fjorden 3,57,58,x,,,dhlab_norn_poem_02332,
URN:NBN:no-nb_digibok_2013060306081,Efter storm,59,59,,,,dhlab_norn_poem_02333,
URN:NBN:no-nb_digibok_2013060306081,1.,62,63,,,"Kapitel-tittel: ""Sommernætter""",dhlab_norn_poem_02334,
URN:NBN:no-nb_digibok_2013060306081,2.,64,64,,,,dhlab_norn_poem_02335,
URN:NBN:no-nb_digibok_2013060306081,3.,65,66,,,,dhlab_norn_poem_02336,
URN:NBN:no-nb_digibok_2013060306081,Jeg lægger...,67,68,,,,dhlab_norn_poem_02337,
URN:NBN:no-nb_digibok_2013060306081,Sid altid –,69,69,,,,dhlab_norn_poem_02338,
URN:NBN:no-nb_digibok_2013060306081,Når himlen hvælver sig,70,70,,,,dhlab_norn_poem_02339,
URN:NBN:no-nb_digibok_2013060306081,I skogen,71,72,,,,dhlab_norn_poem_02340,
URN:NBN:no-nb_digibok_2013060306081,Elskov,73,73,,,,dhlab_norn_poem_02341,
URN:NBN:no-nb_digibok_2013060306081,Der går slig en underlig sus,74,75,,,,dhlab_norn_poem_02342,
URN:NBN:no-nb_digibok_2013060306081,Sov trygt i mine arme,76,77,,,,dhlab_norn_poem_02343,
URN:NBN:no-nb_digibok_2013060306081,I løvfaldstiden 1,78,78,,,Tre dele. Del 1: 78. Del 2: 79. del 2: 3. (Dobbeltsjekk om det er tre deler eller tre dikt),dhlab_norn_poem_02344,
URN:NBN:no-nb_digibok_2013060306081,I løvfaldstiden 2,79,79,,,,dhlab_norn_poem_02345,
URN:NBN:no-nb_digibok_2013060306081,I løvfaldstiden 3,80,80,,,,dhlab_norn_poem_02346,
URN:NBN:no-nb_digibok_2013060306081,Længsel,81,83,,,,dhlab_norn_poem_02347,
URN:NBN:no-nb_digibok_2013060306081,Jeg gik en kveld,84,85,,,,dhlab_norn_poem_02348,
URN:NBN:no-nb_digibok_2013060306081,Tilbageblik,86,86,,,,dhlab_norn_poem_02349,
URN:NBN:no-nb_digibok_2013060306081,Senhøstes 1,87,88,,,,dhlab_norn_poem_02350,
URN:NBN:no-nb_digibok_2013060306081,Senhøstes 2,89,91,,,,dhlab_norn_poem_02351,
URN:NBN:no-nb_digibok_2009042803030,Kong dag,12,14,,x,"""Sange""",dhlab_norn_poem_02352,
URN:NBN:no-nb_digibok_2009042803030,Haakon den godes draapa,15,32,,,,dhlab_norn_poem_02353,
URN:NBN:no-nb_digibok_2009042803030,Ragnarok,33,39,,,,dhlab_norn_poem_02354,
URN:NBN:no-nb_digibok_2009042803030,Naar hæren drager,40,44,,,,dhlab_norn_poem_02355,
URN:NBN:no-nb_digibok_2009042803030,Ran,45,48,,,,dhlab_norn_poem_02356,
URN:NBN:no-nb_digibok_2009042803030,Det var den gamle viking,49,50,,,,dhlab_norn_poem_02357,
URN:NBN:no-nb_digibok_2009042803030,Runer,51,52,,,,dhlab_norn_poem_02358,
URN:NBN:no-nb_digibok_2009042803030,Jeg eied en tonende fele,56,56,,,"""steminger""",dhlab_norn_poem_02359,
URN:NBN:no-nb_digibok_2009042803030,Unge hjærter,57,59,,,Replikker,dhlab_norn_poem_02360,
URN:NBN:no-nb_digibok_2009042803030,Aldrig rinder der –,60,60,,,,dhlab_norn_poem_02361,
URN:NBN:no-nb_digibok_2009042803030,Graat,61,61,,,Datert Mai 95,dhlab_norn_poem_02362,
URN:NBN:no-nb_digibok_2009042803030,Og er du alene –,62,62,,,,dhlab_norn_poem_02363,
URN:NBN:no-nb_digibok_2009042803030,Din stemme er saa vemodig,63,63,,,Datert august 95,dhlab_norn_poem_02364,
URN:NBN:no-nb_digibok_2009050712001,Tre jenter,12,14,,x,,dhlab_norn_poem_02365,
URN:NBN:no-nb_digibok_2009050712001,Romance,15,16,,,,dhlab_norn_poem_02366,
URN:NBN:no-nb_digibok_2009050712001,Silhouette,17,18,,,,dhlab_norn_poem_02367,
URN:NBN:no-nb_digibok_2009050712001,Vaar,19,20,,,,dhlab_norn_poem_02368,
URN:NBN:no-nb_digibok_2009050712001,Nætter 1,21,21,,,Dobbeltsjekk om dette er ét dikt i to deler eller to selvstendige dikt.,dhlab_norn_poem_02369,
URN:NBN:no-nb_digibok_2009050712001,Nætter 2,22,22,,,,dhlab_norn_poem_02370,
URN:NBN:no-nb_digibok_2009050712001,Bautastenen,23,28,,,,dhlab_norn_poem_02371,
URN:NBN:no-nb_digibok_2009050712001,Tusmørke ,29,31,,,"Del 1,2 og 3",dhlab_norn_poem_02372,
URN:NBN:no-nb_digibok_2009050712001,Sang til Island,33,35,,,,dhlab_norn_poem_02373,
URN:NBN:no-nb_digibok_2009050712001,October ,36,38,,,"Del 1,2 og 3",dhlab_norn_poem_02374,
URN:NBN:no-nb_digibok_2009050712001,Landstrygerviser 1,39,39,,,,dhlab_norn_poem_02375,
URN:NBN:no-nb_digibok_2009050712001,Landstrygerviser 2,40,40,,,,dhlab_norn_poem_02376,
URN:NBN:no-nb_digibok_2009050712001,Landstrygerviser 3,41,41,,,,dhlab_norn_poem_02377,
URN:NBN:no-nb_digibok_2009050712001,Aften 1,42,43,x,,,dhlab_norn_poem_02378,
URN:NBN:no-nb_digibok_2009050712001,Aften 2,43,45,x,,,dhlab_norn_poem_02379,
URN:NBN:no-nb_digibok_2009050712001,Hilsen,46,47,,,,dhlab_norn_poem_02380,
URN:NBN:no-nb_digibok_2009050712001,Kjæresten min,48,48,,,,dhlab_norn_poem_02381,
URN:NBN:no-nb_digibok_2009050712001,Strandhug,49,54,,,,dhlab_norn_poem_02382,
URN:NBN:no-nb_digibok_2009050712001,Notturno ,55,57,,,"Del 1, 2 og 3",dhlab_norn_poem_02383,
URN:NBN:no-nb_digibok_2009050712001,Jeg har en bror,58,59,,,,dhlab_norn_poem_02384,
URN:NBN:no-nb_digibok_2009050712001,Liden Signe,60,60,,,,dhlab_norn_poem_02385,
URN:NBN:no-nb_digibok_2009050712001,I. ,64,64,,,"""Sange til havet"" fra s. 62",dhlab_norn_poem_02386,
URN:NBN:no-nb_digibok_2009050712001,II. ,65,65,,,,dhlab_norn_poem_02387,
URN:NBN:no-nb_digibok_2009050712001,III.,66,66,,,,dhlab_norn_poem_02388,
URN:NBN:no-nb_digibok_2009050712001,IV.,67,67,,,,dhlab_norn_poem_02389,
URN:NBN:no-nb_digibok_2009050712001,V.,68,69,,,,dhlab_norn_poem_02390,
URN:NBN:no-nb_digibok_2009050712001,VI. ,70,70,,,,dhlab_norn_poem_02391,
URN:NBN:no-nb_digibok_2009050712001,VII.,71,71,,,,dhlab_norn_poem_02392,
URN:NBN:no-nb_digibok_2009050712001,VIII.,72,73,,,,dhlab_norn_poem_02393,
URN:NBN:no-nb_digibok_2009050712001,IX.,74,74,,,,dhlab_norn_poem_02394,
URN:NBN:no-nb_digibok_2009050712001,X. Maleri af Karl Reynolds,75,77,,,,dhlab_norn_poem_02395,
URN:NBN:no-nb_digibok_2009050712001,Hun gik langsmed bækken,80,80,,,"""Jægerens viser"" fra s. 78. + tysk dikt av Heine.",dhlab_norn_poem_02396,
URN:NBN:no-nb_digibok_2009050712001,Jeg gaar og driver,81,81,,,,dhlab_norn_poem_02397,
URN:NBN:no-nb_digibok_2009050712001,Kveld paa heien,82,82,,,,dhlab_norn_poem_02398,
URN:NBN:no-nb_digibok_2009050712001,Morgen,83,83,,,,dhlab_norn_poem_02399,
URN:NBN:no-nb_digibok_2009050712001,Nøkken synger,84,85,,,,dhlab_norn_poem_02400,
URN:NBN:no-nb_digibok_2009050712001,Over vidden 1,86,86,,,,dhlab_norn_poem_02401,
URN:NBN:no-nb_digibok_2009050712001,Over vidden 2,87,87,,,,dhlab_norn_poem_02402,
URN:NBN:no-nb_digibok_2009050712001,Over vidden 3,88,88,x,,,dhlab_norn_poem_02403,
URN:NBN:no-nb_digibok_2009050712001,Over vidden 4,88,89,x,,Dobbeltsjekk om dette er dikt i flere deler eller selvstendige dikt.,dhlab_norn_poem_02404,
URN:NBN:no-nb_digibok_2009050712001,Lommen,90,90,,,,dhlab_norn_poem_02405,
URN:NBN:no-nb_digibok_2009050712001,Fossegrimen,91,92,,,,dhlab_norn_poem_02406,
URN:NBN:no-nb_digibok_2009050712001,Min sommerfugl,93,93,,,,dhlab_norn_poem_02407,
URN:NBN:no-nb_digibok_2009050712001,Huldren,94,94,,,,dhlab_norn_poem_02408,
URN:NBN:no-nb_digibok_2009050712001,Luren,95,96,,,,dhlab_norn_poem_02409,
URN:NBN:no-nb_digibok_2009050712001,Troldaasen,97,98,,,,dhlab_norn_poem_02410,
URN:NBN:no-nb_digibok_2009050712001,Sne,99,99,,,,dhlab_norn_poem_02411,
URN:NBN:no-nb_digibok_2009050712001,Den sidste kveld,100,100,,,,dhlab_norn_poem_02412,
URN:NBN:no-nb_digibok_2016042848101,Dommedag,8,22,,,,dhlab_norn_poem_02413,
URN:NBN:no-nb_digibok_2016042848101,På tomandshånd (In modo mandalitico),23,26,,,,dhlab_norn_poem_02414,
URN:NBN:no-nb_digibok_2016042848101,Og Gud var død,27,30,,,,dhlab_norn_poem_02415,
URN:NBN:no-nb_digibok_2016042848101,Krig,31,34,,,,dhlab_norn_poem_02416,
URN:NBN:no-nb_digibok_2016042848101,Komediespil,35,36,,,,dhlab_norn_poem_02417,
URN:NBN:no-nb_digibok_2016042848101,Legende,37,43,,,,dhlab_norn_poem_02418,
URN:NBN:no-nb_digibok_2016042848101,Mørketid,44,62,,,,dhlab_norn_poem_02419,
URN:NBN:no-nb_digibok_2016042848101,Barfrost,63,69,,,,dhlab_norn_poem_02420,
URN:NBN:no-nb_digibok_2016042848101,Blåfjeld,70,76,,,,dhlab_norn_poem_02421,
URN:NBN:no-nb_digibok_2016042848101,Over hejen,77,78,,,,dhlab_norn_poem_02422,
URN:NBN:no-nb_digibok_2016042848101,Voks,79,80,,,,dhlab_norn_poem_02423,
URN:NBN:no-nb_digibok_2016042848101,Per Smed,81,86,,,,dhlab_norn_poem_02424,
URN:NBN:no-nb_digibok_2016042848101,Den hellige ild (Præstinden taler).,87,93,,,,dhlab_norn_poem_02425,
URN:NBN:no-nb_digibok_2016042848101,Salomo,94,98,,,,dhlab_norn_poem_02426,
