urn,title,page_start,page_end,overlapp,digital_visning,comment,dhlabid,pages
URN:NBN:no-nb_digibok_2008040201019,Ved Havstokken,80,80,,,,dhlab_norn_poem_00535,
URN:NBN:no-nb_digibok_2008040201019,Hjem! Hjem!,81,83,,,,dhlab_norn_poem_00536,
URN:NBN:no-nb_digibok_2008040201019,Tilhavs,84,84,,,,dhlab_norn_poem_00537,
URN:NBN:no-nb_digibok_2008040201019,Land!,85,88,,,,dhlab_norn_poem_00538,
URN:NBN:no-nb_digibok_2008040201019,Gjenfødelse,89,90,,,,dhlab_norn_poem_00539,
URN:NBN:no-nb_digibok_2008040201019,Vaarhymne,91,91,,,,dhlab_norn_poem_00540,
URN:NBN:no-nb_digibok_2008040201019,Færdende Bonde,92,94,,,,dhlab_norn_poem_00541,
URN:NBN:no-nb_digibok_2008040201019,Gamle Vunder,95,95,,,,dhlab_norn_poem_00542,
URN:NBN:no-nb_digibok_2008040201019,Gamle Tufter,98,98,,,,dhlab_norn_poem_00543,
URN:NBN:no-nb_digibok_2008040201019,Imøde!,99,100,,,,dhlab_norn_poem_00544,
URN:NBN:no-nb_digibok_2008040201019,Møde,101,101,,,,dhlab_norn_poem_00545,
URN:NBN:no-nb_digibok_2008040201019,De profundis,102,102,,,,dhlab_norn_poem_00546,
URN:NBN:no-nb_digibok_2008040201019,Funden,106,107,,,,dhlab_norn_poem_00547,
URN:NBN:no-nb_digibok_2008040201019,Den dybeste Glæde,108,108,,,,dhlab_norn_poem_00548,
URN:NBN:no-nb_digibok_2008040201019,Solnedgang,109,109,,,,dhlab_norn_poem_00549,
URN:NBN:no-nb_digibok_2008040201019,Fader vor,112,114,,,,dhlab_norn_poem_00550,
URN:NBN:no-nb_digibok_2008040201019,Englekor,115,115,,,,dhlab_norn_poem_00551,
URN:NBN:no-nb_digibok_2008040201019,Hymne,116,116,,,,dhlab_norn_poem_00552,
URN:NBN:no-nb_digibok_2008040201019,Sangerens Knæfald,117,118,,,,dhlab_norn_poem_00553,
URN:NBN:no-nb_digibok_2008040201019,Amen,119,119,,,,dhlab_norn_poem_00554,
URN:NBN:no-nb_digibok_2009021603028,Innledningsdikt. Stambogvers til mine Døtre,6,7,,,,dhlab_norn_poem_00555,
URN:NBN:no-nb_digibok_2009021603028,Lysblind,10,12,,,,dhlab_norn_poem_00556,
URN:NBN:no-nb_digibok_2009021603028,Løftets Guld,13,15,,,,dhlab_norn_poem_00557,
URN:NBN:no-nb_digibok_2009021603028,Drømme-Svar,16,18,,,,dhlab_norn_poem_00558,
URN:NBN:no-nb_digibok_2009021603028,Ørken-Mørket,19,21,,,,dhlab_norn_poem_00559,
URN:NBN:no-nb_digibok_2009021603028,Regn og Sol,22,24,,,,dhlab_norn_poem_00560,
URN:NBN:no-nb_digibok_2009021603028,Blomster paa Blod,25,27,,,,dhlab_norn_poem_00561,
URN:NBN:no-nb_digibok_2009021603028,Kirkegaards-Huset,28,30,,,,dhlab_norn_poem_00562,
URN:NBN:no-nb_digibok_2009021603028,De smaa Børns Hus,31,33,,,,dhlab_norn_poem_00563,
URN:NBN:no-nb_digibok_2009021603028,Kirke-Huset,34,36,,,,dhlab_norn_poem_00564,
URN:NBN:no-nb_digibok_2009021603028,Liv eller Død,37,39,,,,dhlab_norn_poem_00565,
URN:NBN:no-nb_digibok_2009021603028,Blod og Guld,40,42,,,,dhlab_norn_poem_00566,
URN:NBN:no-nb_digibok_2009021603028,Gammel og ung Sorg,43,45,,,,dhlab_norn_poem_00567,
URN:NBN:no-nb_digibok_2009021603028,Rødt og Grønt,46,48,,,,dhlab_norn_poem_00568,
URN:NBN:no-nb_digibok_2009021603028,Far og Mor,49,51,,,,dhlab_norn_poem_00569,
URN:NBN:no-nb_digibok_2009021603028,Jul og Hjem,52,54,,,,dhlab_norn_poem_00570,
URN:NBN:no-nb_digibok_2013070308031,Innledningsdikt,12,12,,,,dhlab_norn_poem_00571,
URN:NBN:no-nb_digibok_2013070308031,Fremskrift – frihed,13,13,,,,dhlab_norn_poem_00572,
URN:NBN:no-nb_digibok_2013070308031,Solen,14,15,,,,dhlab_norn_poem_00573,
URN:NBN:no-nb_digibok_2013070308031,Sommer,16,16,,,,dhlab_norn_poem_00574,
URN:NBN:no-nb_digibok_2013070308031,Mismod,17,18,x,,,dhlab_norn_poem_00575,
URN:NBN:no-nb_digibok_2013070308031,Brudd,18,18,x,,Fra side 18: Flere dikt på samme side,dhlab_norn_poem_00576,
URN:NBN:no-nb_digibok_2013070308031,Troesbekjendelse,19,19,,,,dhlab_norn_poem_00577,
URN:NBN:no-nb_digibok_2013070308031,Solnedgang,20,21,x,,,dhlab_norn_poem_00578,
URN:NBN:no-nb_digibok_2013070308031,Haab,21,21,x,,,dhlab_norn_poem_00579,
URN:NBN:no-nb_digibok_2013070308031,Syttende mai,21,22,x,,,dhlab_norn_poem_00580,
URN:NBN:no-nb_digibok_2013070308031,Fremlængsel,22,23,x,,,dhlab_norn_poem_00581,
URN:NBN:no-nb_digibok_2013070308031,Vær taus,24,24,x,,,dhlab_norn_poem_00582,
URN:NBN:no-nb_digibok_2013070308031,Har du levet?,24,24,x,,,dhlab_norn_poem_00583,
URN:NBN:no-nb_digibok_2013070308031,Drømme om lykken,25,26,,,"Dikt i flere deler. Del 1: 25, del 2: 26",dhlab_norn_poem_00584,
URN:NBN:no-nb_digibok_2013070308031,Ved en fos,27,27,,,,dhlab_norn_poem_00585,
URN:NBN:no-nb_digibok_2013070308031,Saa kom den – –,28,29,x,,,dhlab_norn_poem_00586,
URN:NBN:no-nb_digibok_2013070308031,Deilige vaar,29,29,x,,,dhlab_norn_poem_00587,
URN:NBN:no-nb_digibok_2013070308031,St. Hansaften,30,30,,,,dhlab_norn_poem_00588,
URN:NBN:no-nb_digibok_2013070308031,Høstsol,31,31,,,,dhlab_norn_poem_00589,
URN:NBN:no-nb_digibok_2013070308031,Vi to,32,32,,,,dhlab_norn_poem_00590,
URN:NBN:no-nb_digibok_2013070308031,Til næste vaar,33,33,x,,,dhlab_norn_poem_00591,
URN:NBN:no-nb_digibok_2013070308031,Et glimt af sol,33,34,x,,,dhlab_norn_poem_00592,
URN:NBN:no-nb_digibok_2013070308031,Storm,34,34,x,,,dhlab_norn_poem_00593,
URN:NBN:no-nb_digibok_2013070308031,Trøst,35,35,,,,dhlab_norn_poem_00594,
URN:NBN:no-nb_digibok_2013070308031,Havet,36,36,x,,,dhlab_norn_poem_00595,
URN:NBN:no-nb_digibok_2013070308031,Jeg veied det ikke saa nøie – –,36,37,x,,,dhlab_norn_poem_00596,
URN:NBN:no-nb_digibok_2013070308031,Da sneen kom,37,37,x,,,dhlab_norn_poem_00597,
URN:NBN:no-nb_digibok_2013070308031,Klar vinterdag,38,38,,,,dhlab_norn_poem_00598,
URN:NBN:no-nb_digibok_2013070308031,Snestorm,39,39,,,,dhlab_norn_poem_00599,
URN:NBN:no-nb_digibok_2013070308031,Sne,40,40,x,,,dhlab_norn_poem_00600,
URN:NBN:no-nb_digibok_2013070308031,Mig selv,40,41,x,,,dhlab_norn_poem_00601,
URN:NBN:no-nb_digibok_2013070308031,Resignation,41,41,x,,,dhlab_norn_poem_00602,
URN:NBN:no-nb_digibok_2013070308031,Overgang,42,42,x,,,dhlab_norn_poem_00603,
URN:NBN:no-nb_digibok_2013070308031,Den siste,42,43,x,,,dhlab_norn_poem_00604,
URN:NBN:no-nb_digibok_2013070308031,Toner,43,43,x,,,dhlab_norn_poem_00605,
URN:NBN:no-nb_digibok_2013070308031,Du!,44,44,x,,,dhlab_norn_poem_00606,
URN:NBN:no-nb_digibok_2013070308031,Bergtagen,44,45,x,,,dhlab_norn_poem_00607,
URN:NBN:no-nb_digibok_2013070308031,Drømme,45,45,x,,,dhlab_norn_poem_00608,
URN:NBN:no-nb_digibok_2013070308031,Fodtrin,46,46,x,,,dhlab_norn_poem_00609,
URN:NBN:no-nb_digibok_2013070308031,Farvel,46,46,x,,,dhlab_norn_poem_00610,
URN:NBN:no-nb_digibok_2013070308031,Vaar,47,47,,,,dhlab_norn_poem_00611,
URN:NBN:no-nb_digibok_2013070308031,Om jeg kunde – – –,48,48,,,,dhlab_norn_poem_00612,
URN:NBN:no-nb_digibok_2013070308031,Tilbageblik,49,49,,,,dhlab_norn_poem_00613,
URN:NBN:no-nb_digibok_2013070308031,Til sjernerne,50,50,,,,dhlab_norn_poem_00614,
URN:NBN:no-nb_digibok_2013070308031,Det frelsende ord,51,51,,,,dhlab_norn_poem_00615,
URN:NBN:no-nb_digibok_2013070308031,Virk!,52,52,,,,dhlab_norn_poem_00616,
URN:NBN:no-nb_digibok_2013070308031,Sjelesaar,53,53,x,,,dhlab_norn_poem_00617,
URN:NBN:no-nb_digibok_2013070308031,Liljen,53,54,x,,,dhlab_norn_poem_00618,
URN:NBN:no-nb_digibok_2013070308031,Decemberkvæld,54,54,x,,,dhlab_norn_poem_00619,
URN:NBN:no-nb_digibok_2013070308031,Julestemning,55,55,,,,dhlab_norn_poem_00620,
URN:NBN:no-nb_digibok_2018020748046,Fred paa jorden!,9,9,x,x,"Åpner med prosatekst. Innledningsteksten avslutter med diktet ""Fred paa jorden!"". Usikker på om det skal telles med som selvstendig dikt.",dhlab_norn_poem_00621,
URN:NBN:no-nb_digibok_2018020748046,Emigrantindens farvel,9,10,x,,,dhlab_norn_poem_00622,
URN:NBN:no-nb_digibok_2018020748046,Liv,10,11,x,,,dhlab_norn_poem_00623,
URN:NBN:no-nb_digibok_2018020748046,Emigranterne,12,15,x,,,dhlab_norn_poem_00624,
URN:NBN:no-nb_digibok_2018020748046,Solsmildende vaar,15,16,x,,,dhlab_norn_poem_00625,
URN:NBN:no-nb_digibok_2018020748046,Foraarsjubel,16,18,x,,,dhlab_norn_poem_00626,
URN:NBN:no-nb_digibok_2018020748046,17de maj,18,19,x,,,dhlab_norn_poem_00627,
URN:NBN:no-nb_digibok_2018020748046,Blomstergaader,19,21,x,,,dhlab_norn_poem_00628,
URN:NBN:no-nb_digibok_2018020748046,Kommer ikke gjøgen?,21,23,x,,,dhlab_norn_poem_00629,
URN:NBN:no-nb_digibok_2018020748046,Kold maj,23,24,x,,,dhlab_norn_poem_00630,
URN:NBN:no-nb_digibok_2018020748046,Pintse,24,25,x,,,dhlab_norn_poem_00631,
URN:NBN:no-nb_digibok_2018020748046,Smil,25,26,x,,,dhlab_norn_poem_00632,
URN:NBN:no-nb_digibok_2018020748046,"Margløse, menløse mænd",26,27,x,,,dhlab_norn_poem_00633,
URN:NBN:no-nb_digibok_2018020748046,Nordbanesong,27,28,x,,,dhlab_norn_poem_00634,
URN:NBN:no-nb_digibok_2018020748046,Gjøvikudstillingen,28,29,x,,,dhlab_norn_poem_00635,
URN:NBN:no-nb_digibok_2018020748046,"Til ""Ejvind Skreja"" (alias dr. A. Aabel)",30,31,x,,,dhlab_norn_poem_00636,
URN:NBN:no-nb_digibok_2018020748046,Fra skytterbanen,31,32,x,,,dhlab_norn_poem_00637,
URN:NBN:no-nb_digibok_2018020748046,Til Gjøvik og Brusveens musikforening,33,34,x,,,dhlab_norn_poem_00638,
URN:NBN:no-nb_digibok_2018020748046,Vetohymne,34,35,x,,,dhlab_norn_poem_00639,
URN:NBN:no-nb_digibok_2018020748046,Den evige jøde eller storsvenskeriet,35,36,x,,,dhlab_norn_poem_00640,
URN:NBN:no-nb_digibok_2018020748046,Tyrihans,36,38,x,,,dhlab_norn_poem_00641,
URN:NBN:no-nb_digibok_2018020748046,"Til ""mutter"" Morgenblad",38,38,x,,,dhlab_norn_poem_00642,
URN:NBN:no-nb_digibok_2018020748046,1892,39,39,,,,dhlab_norn_poem_00643,
URN:NBN:no-nb_digibok_2018020748046,Viljens magt,40,41,x,,,dhlab_norn_poem_00644,
URN:NBN:no-nb_digibok_2018020748046,Ny kvindeforeningssang,41,43,x,,,dhlab_norn_poem_00645,
URN:NBN:no-nb_digibok_2018020748046,Søndagsaften paa kirkevang,44,46,x,,,dhlab_norn_poem_00646,
URN:NBN:no-nb_digibok_2018020748046,Aksel Fahlstrøm,46,47,x,,,dhlab_norn_poem_00647,
URN:NBN:no-nb_digibok_2018020748046,Fru Betzy Emilie Bodding,47,48,x,,,dhlab_norn_poem_00648,
URN:NBN:no-nb_digibok_2018020748046,Doktor Omdahl,49,50,,,,dhlab_norn_poem_00649,
URN:NBN:no-nb_digibok_2008040201031,Mot ei ny tid,8,9,x,,,dhlab_norn_poem_00650,
URN:NBN:no-nb_digibok_2008040201031,Atterfinning,9,11,x,,,dhlab_norn_poem_00651,
URN:NBN:no-nb_digibok_2008040201031,Liv,11,11,x,,,dhlab_norn_poem_00652,
URN:NBN:no-nb_digibok_2008040201031,Jolestjerna,12,13,x,,,dhlab_norn_poem_00653,
URN:NBN:no-nb_digibok_2008040201031,"Noreg, mitt land",13,18,x,,,dhlab_norn_poem_00654,
URN:NBN:no-nb_digibok_2008040201031,Kvar maa gjera si hjelp 1,18,20,x,,Dikt i to deler. Del 1: 18–19. Del 2: 19–20,dhlab_norn_poem_00655,
URN:NBN:no-nb_digibok_2008040201031,Reinare rekkjor,20,21,x,,,dhlab_norn_poem_00656,
URN:NBN:no-nb_digibok_2008040201031,Bøn,21,21,x,,,dhlab_norn_poem_00657,
URN:NBN:no-nb_digibok_2008040201031,Fredsdrotten,22,22,x,,,dhlab_norn_poem_00658,
URN:NBN:no-nb_digibok_2008040201031,Minnedraapa um Heilag Olav,22,29,x,,,dhlab_norn_poem_00659,
URN:NBN:no-nb_digibok_2008040201031,Velkomen,29,30,x,,,dhlab_norn_poem_00660,
URN:NBN:no-nb_digibok_2008040201031,Me misser kje mode,30,30,x,,,dhlab_norn_poem_00661,
URN:NBN:no-nb_digibok_2008040201031,Storm og stilla,31,31,,,,dhlab_norn_poem_00662,
URN:NBN:no-nb_digibok_2008040201031,"Syng no, klokkor",32,33,x,,,dhlab_norn_poem_00663,
URN:NBN:no-nb_digibok_2008040201031,Gud er attaat,33,35,x,,,dhlab_norn_poem_00664,
URN:NBN:no-nb_digibok_2008040201031,Livande kjeldor,36,36,,,,dhlab_norn_poem_00665,
URN:NBN:no-nb_digibok_2008040201031,Ivar Aasen,37,41,x,,,dhlab_norn_poem_00666,
URN:NBN:no-nb_digibok_2008040201031,Det livnar,41,42,x,,,dhlab_norn_poem_00667,
URN:NBN:no-nb_digibok_2008040201031,Langferd,43,43,,,,dhlab_norn_poem_00668,
URN:NBN:no-nb_digibok_2008040201031,Von,44,44,x,,,dhlab_norn_poem_00669,
URN:NBN:no-nb_digibok_2008040201031,Arne Garborg,44,48,x,,,dhlab_norn_poem_00670,
URN:NBN:no-nb_digibok_2008040201031,Vaar,48,49,x,,,dhlab_norn_poem_00671,
URN:NBN:no-nb_digibok_2009022603001,Innledningsdikt uten titel,8,10,,,,dhlab_norn_poem_00672,
URN:NBN:no-nb_digibok_2009022603001,Veslemøy ved Rokken,12,15,x,,,dhlab_norn_poem_00673,
URN:NBN:no-nb_digibok_2009022603001,Kvelding,15,18,x,,,dhlab_norn_poem_00674,
URN:NBN:no-nb_digibok_2009022603001,I Omskraai,18,23,x,,,dhlab_norn_poem_00675,
URN:NBN:no-nb_digibok_2009022603001,Sporven,23,24,x,,,dhlab_norn_poem_00676,
URN:NBN:no-nb_digibok_2009022603001,Det syng,25,27,x,,,dhlab_norn_poem_00677,
URN:NBN:no-nb_digibok_2009022603001,Fyrevarsel,28,30,x,,,dhlab_norn_poem_00678,
URN:NBN:no-nb_digibok_2009022603001,Sundagsro,30,34,x,,,dhlab_norn_poem_00679,
URN:NBN:no-nb_digibok_2009022603001,Gamlemor ventar,35,40,x,,,dhlab_norn_poem_00680,
URN:NBN:no-nb_digibok_2009022603001,Veslemøy,40,41,x,,,dhlab_norn_poem_00681,
URN:NBN:no-nb_digibok_2009022603001,Syne,41,43,x,,,dhlab_norn_poem_00682,
URN:NBN:no-nb_digibok_2009022603001,Haugtussa,43,45,x,,,dhlab_norn_poem_00683,
URN:NBN:no-nb_digibok_2009022603001,Ungdom,46,48,x,,,dhlab_norn_poem_00684,
URN:NBN:no-nb_digibok_2009022603001,Laget,48,62,x,,,dhlab_norn_poem_00685,
URN:NBN:no-nb_digibok_2009022603001,Vindtrolli,63,65,x,,,dhlab_norn_poem_00686,
URN:NBN:no-nb_digibok_2009022603001,D'er kje greidt,65,67,x,,,dhlab_norn_poem_00687,
URN:NBN:no-nb_digibok_2009022603001,Fuglar,67,70,x,,,dhlab_norn_poem_00688,
URN:NBN:no-nb_digibok_2009022603001,Under Jønsok,70,76,x,,,dhlab_norn_poem_00689,
URN:NBN:no-nb_digibok_2009022603001,I Slaaten,77,78,x,,"Dobbeltsjekk om ""I Slaaten"" er titelen på det første diktet i sekvensen. ",dhlab_norn_poem_00690,
URN:NBN:no-nb_digibok_2009022603001,Veslemøy undrast,78,81,x,,,dhlab_norn_poem_00691,
URN:NBN:no-nb_digibok_2009022603001,Dømd,82,85,,,,dhlab_norn_poem_00692,
URN:NBN:no-nb_digibok_2009022603001,Maaneskinsmøyarne,86,88,x,,,dhlab_norn_poem_00693,
URN:NBN:no-nb_digibok_2009022603001,Heilagsbrôt,88,90,x,,,dhlab_norn_poem_00694,
URN:NBN:no-nb_digibok_2009022603001,Kravsmannen,90,92,x,,,dhlab_norn_poem_00695,
URN:NBN:no-nb_digibok_2009022603001,I Skodda,93,94,,,,dhlab_norn_poem_00696,
URN:NBN:no-nb_digibok_2009022603001,Veslemøy sjuk,95,96,x,,,dhlab_norn_poem_00697,
URN:NBN:no-nb_digibok_2009022603001,Snøstorm,96,99,x,,,dhlab_norn_poem_00698,
URN:NBN:no-nb_digibok_2009022603001,Draken ,100,101,,,,dhlab_norn_poem_00699,
URN:NBN:no-nb_digibok_2009022603001,Hjelpi,102,104,,,,dhlab_norn_poem_00700,
URN:NBN:no-nb_digibok_2009022603001,Mot Solegla,105,107,x,,,dhlab_norn_poem_00701,
URN:NBN:no-nb_digibok_2009022603001,Vaardag,107,108,x,,,dhlab_norn_poem_00702,
URN:NBN:no-nb_digibok_2009022603001,Paa fjellveg,109,110,,,,dhlab_norn_poem_00703,
URN:NBN:no-nb_digibok_2009022603001,Den snilde Guten,111,115,x,,,dhlab_norn_poem_00704,
URN:NBN:no-nb_digibok_2009022603001,Paa Gjætleberg-Nut,115,117,x,,,dhlab_norn_poem_00705,
URN:NBN:no-nb_digibok_2009022603001,"""Dokka""",118,118,x,,,dhlab_norn_poem_00706,
URN:NBN:no-nb_digibok_2009022603001,Veslemøy lengtar,118,122,x,,,dhlab_norn_poem_00707,
URN:NBN:no-nb_digibok_2009022603001,Blaabær-Li,122,124,x,,,dhlab_norn_poem_00708,
URN:NBN:no-nb_digibok_2009022603001,Møte,125,128,x,,,dhlab_norn_poem_00709,
URN:NBN:no-nb_digibok_2009022603001,Killingdans,128,130,x,,,dhlab_norn_poem_00710,
URN:NBN:no-nb_digibok_2009022603001,Elsk,130,132,x,,,dhlab_norn_poem_00711,
URN:NBN:no-nb_digibok_2009022603001,Skog-glad,132,133,x,,,dhlab_norn_poem_00712,
URN:NBN:no-nb_digibok_2009022603001,Eit Spursmaal,134,135,,,,dhlab_norn_poem_00713,
URN:NBN:no-nb_digibok_2009022603001,Ku-Lokk,136,137,x,,,dhlab_norn_poem_00714,
URN:NBN:no-nb_digibok_2009022603001,Vond Dag,138,140,x,,,dhlab_norn_poem_00715,
URN:NBN:no-nb_digibok_2009022603001,Ved Gjætle-Bekken,140,145,x,,,dhlab_norn_poem_00716,
URN:NBN:no-nb_digibok_2009022603001,Det vaknar,146,150,x,,,dhlab_norn_poem_00717,
URN:NBN:no-nb_digibok_2009022603001,Dei hyller sin Herre,150,151,x,,,dhlab_norn_poem_00718,
URN:NBN:no-nb_digibok_2009022603001,Prøve,152,152,,,,dhlab_norn_poem_00719,
URN:NBN:no-nb_digibok_2009022603001,Svarte-Katekisma,153,156,x,,,dhlab_norn_poem_00720,
URN:NBN:no-nb_digibok_2009022603001,Stjernefall,156,167,x,,Replikker,dhlab_norn_poem_00721,
URN:NBN:no-nb_digibok_2009022603001,Ein Søkjar,168,170,x,,,dhlab_norn_poem_00722,
URN:NBN:no-nb_digibok_2009022603001,Høg Gjest,170,173,x,,,dhlab_norn_poem_00723,
URN:NBN:no-nb_digibok_2009022603001,Troll-Dans,173,181,x,,,dhlab_norn_poem_00724,
URN:NBN:no-nb_digibok_2009022603001,Bergtroll,181,185,x,,,dhlab_norn_poem_00725,
URN:NBN:no-nb_digibok_2009022603001,Gnavlehôl,185,186,x,,,dhlab_norn_poem_00726,
URN:NBN:no-nb_digibok_2009022603001,Gumlemaal,187,197,x,,,dhlab_norn_poem_00727,
URN:NBN:no-nb_digibok_2009022603001,Haust,198,200,,,,dhlab_norn_poem_00728,
URN:NBN:no-nb_digibok_2009022603001,Raadlaus,201,202,,,,dhlab_norn_poem_00729,
URN:NBN:no-nb_digibok_2009022603001,Den som fekk gløyma,203,203,x,,,dhlab_norn_poem_00730,
URN:NBN:no-nb_digibok_2009022603001,Kor hev det seg?,203,205,x,,,dhlab_norn_poem_00731,
URN:NBN:no-nb_digibok_2009022603001,Vinter-Storm,205,206,x,,,dhlab_norn_poem_00732,
URN:NBN:no-nb_digibok_2009022603001,I Kyrkja,206,207,x,,,dhlab_norn_poem_00733,
URN:NBN:no-nb_digibok_2009022603001,Ein Bele,207,211,x,,,dhlab_norn_poem_00734,
URN:NBN:no-nb_digibok_2009022603001,Uro,211,211,x,,,dhlab_norn_poem_00735,
URN:NBN:no-nb_digibok_2009022603001,Bøn,212,212,,,,dhlab_norn_poem_00736,
URN:NBN:no-nb_digibok_2009022603001,Paa Vildring,213,216,x,,,dhlab_norn_poem_00737,
URN:NBN:no-nb_digibok_2009022603001,Ho vaknar,216,219,x,,,dhlab_norn_poem_00738,
URN:NBN:no-nb_digibok_2009022603001,Ei svær Stund,219,221,x,,,dhlab_norn_poem_00739,
URN:NBN:no-nb_digibok_2009022603001,I Blaahaug,221,228,x,,,dhlab_norn_poem_00740,
URN:NBN:no-nb_digibok_2009022603001,Fri,229,230,x,,,dhlab_norn_poem_00741,
URN:NBN:no-nb_digibok_2014110308161,Innledningsdikt: Daggry,4,4,,,,dhlab_norn_poem_00742,
URN:NBN:no-nb_digibok_2014110308161,Jesu dyrebare navn,8,9,x,,,dhlab_norn_poem_00743,
URN:NBN:no-nb_digibok_2014110308161,Snart!,9,10,x,,,dhlab_norn_poem_00744,
URN:NBN:no-nb_digibok_2014110308161,Blant brødre og søstre,10,11,x,,,dhlab_norn_poem_00745,
URN:NBN:no-nb_digibok_2014110308161,Takkesang,11,12,x,,,dhlab_norn_poem_00746,
URN:NBN:no-nb_digibok_2014110308161,Jeg vil være Jesu redskab,12,13,x,,,dhlab_norn_poem_00747,
URN:NBN:no-nb_digibok_2014110308161,Jesus elskser syndere,14,14,x,,,dhlab_norn_poem_00748,
URN:NBN:no-nb_digibok_2014110308161,Sommerbud,14,15,x,,,dhlab_norn_poem_00749,
URN:NBN:no-nb_digibok_2014110308161,Mit nye hjem,15,15,x,,,dhlab_norn_poem_00750,
URN:NBN:no-nb_digibok_2014110308161,Broderskabet,16,17,x,,,dhlab_norn_poem_00751,
URN:NBN:no-nb_digibok_2014110308161,Jeg ved det.,17,18,x,,,dhlab_norn_poem_00752,
URN:NBN:no-nb_digibok_2014110308161,Frelseren i nøden,18,21,x,,,dhlab_norn_poem_00753,
URN:NBN:no-nb_digibok_2014110308161,Dette land er ikke den rette hvile,21,22,x,,,dhlab_norn_poem_00754,
URN:NBN:no-nb_digibok_2014110308161,Regnskab for vort håb,22,25,x,,,dhlab_norn_poem_00755,
URN:NBN:no-nb_digibok_2014110308161,Indvendinger,25,27,x,,,dhlab_norn_poem_00756,
URN:NBN:no-nb_digibok_2014110308161,"Amos 5, 23–24",27,28,x,,,dhlab_norn_poem_00757,
URN:NBN:no-nb_digibok_2014110308161,Vor sæd,28,29,x,,,dhlab_norn_poem_00758,
URN:NBN:no-nb_digibok_2014110308161,"Hør, du forlorne søn!",29,30,x,,,dhlab_norn_poem_00759,
URN:NBN:no-nb_digibok_2014110308161,Herrens gjerning i havet,30,31,x,,,dhlab_norn_poem_00760,
URN:NBN:no-nb_digibok_2014110308161,Hagars og Ismaels fordrivelse,31,39,x,,,dhlab_norn_poem_00761,
URN:NBN:no-nb_digibok_2014110308161,Elsker du Jesus?,39,40,x,,,dhlab_norn_poem_00762,
URN:NBN:no-nb_digibok_2014110308161,Skibbrud på troen,40,41,x,,,dhlab_norn_poem_00763,
URN:NBN:no-nb_digibok_2014110308161,Kjærligheden,41,42,x,,,dhlab_norn_poem_00764,
URN:NBN:no-nb_digibok_2014110308161,Jesus banker på,42,43,x,,,dhlab_norn_poem_00765,
URN:NBN:no-nb_digibok_2014110308161,Det største,43,44,x,,,dhlab_norn_poem_00766,
URN:NBN:no-nb_digibok_2014110308161,Guds storhed,44,46,x,,,dhlab_norn_poem_00767,
URN:NBN:no-nb_digibok_2014110308161,Herren eller verden?,46,49,x,,,dhlab_norn_poem_00768,
URN:NBN:no-nb_digibok_2014110308161,Natten,49,52,x,,,dhlab_norn_poem_00769,
URN:NBN:no-nb_digibok_2014110308161,Om aftenen,52,55,x,,,dhlab_norn_poem_00770,
URN:NBN:no-nb_digibok_2014110308161,Jesu stemme,55,56,x,,,dhlab_norn_poem_00771,
URN:NBN:no-nb_digibok_2014110308161,Bryllupsvers,56,56,x,,,dhlab_norn_poem_00772,
URN:NBN:no-nb_digibok_2014110308161,Faderens omsorg,56,57,x,,,dhlab_norn_poem_00773,
URN:NBN:no-nb_digibok_2014110308161,Jesu kjærlighed,57,59,x,,,dhlab_norn_poem_00774,
URN:NBN:no-nb_digibok_2014110308161,Liv i og med Jesus,59,60,x,,,dhlab_norn_poem_00775,
URN:NBN:no-nb_digibok_2014110308161,Dåbssang,60,61,x,,,dhlab_norn_poem_00776,
URN:NBN:no-nb_digibok_2014110308161,Ved dåb,61,62,x,,,dhlab_norn_poem_00777,
URN:NBN:no-nb_digibok_2014110308161,Kom til Jesus!,62,62,x,,,dhlab_norn_poem_00778,
URN:NBN:no-nb_digibok_2014110308161,Den tilkommende herlighed,63,64,x,,,dhlab_norn_poem_00779,
URN:NBN:no-nb_digibok_2014110308161,Livsalige ord,64,65,x,,,dhlab_norn_poem_00780,
URN:NBN:no-nb_digibok_2014110308161,Kjendte af Gud,65,66,x,,,dhlab_norn_poem_00781,
URN:NBN:no-nb_digibok_2014110308161,Faderen selv elsker eder,66,67,x,,,dhlab_norn_poem_00782,
URN:NBN:no-nb_digibok_2014110308161,Samle 139,67,68,x,,,dhlab_norn_poem_00783,
URN:NBN:no-nb_digibok_2014110308161,Bønnestunden,68,69,x,,,dhlab_norn_poem_00784,
URN:NBN:no-nb_digibok_2014110308161,Himmelsksindet,69,71,x,,,dhlab_norn_poem_00785,
URN:NBN:no-nb_digibok_2014110308161,Herrens vei,71,72,x,,,dhlab_norn_poem_00786,
URN:NBN:no-nb_digibok_2014110308161,Sorg og glæde,72,74,x,,,dhlab_norn_poem_00787,
URN:NBN:no-nb_digibok_2014110308161,Ved et vigtigt skridt,74,75,x,,,dhlab_norn_poem_00788,
URN:NBN:no-nb_digibok_2014110308161,Til småbørn,75,76,x,,,dhlab_norn_poem_00789,
URN:NBN:no-nb_digibok_2014110308161,Før brødsbrydelsen,76,77,x,,,dhlab_norn_poem_00790,
URN:NBN:no-nb_digibok_2014110308161,Efter brødsbrydelsen,77,78,x,,,dhlab_norn_poem_00791,
URN:NBN:no-nb_digibok_2014110308161,Glæde over sjæles frelse,78,79,x,,,dhlab_norn_poem_00792,
URN:NBN:no-nb_digibok_2014110308161,Lovsyng Jesus,79,80,x,,,dhlab_norn_poem_00793,
